captured_at_utc,category,market_id,slug,question,volume24hr_usd,volume_total_usd,end_date,options_json,results_pct_json
2026-03-06T15:14:49+00:00,world,1006892,will-russia-capture-lyman-by-march-31-2026-494,"Will Russia capture Lyman by March 31, 2026?",2552.530759,550250.0215840004,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 17.5, ""No"": 82.5}"
2026-03-06T15:14:49+00:00,world,923376,will-yodchanan-wongsawat-be-the-next-prime-minister-of-thailand,Will Yodchanan Wongsawat be the next prime minister of Thailand?,1322.18,236956.36559200013,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.55, ""No"": 99.45}"
2026-03-06T15:14:49+00:00,world,1397269,will-russia-capture-lyman-by-june-30-2026-413,"Will Russia capture Lyman by June 30, 2026?",940.8916350000001,10505.288509,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 72.0, ""No"": 28.0}"
2026-03-06T15:14:49+00:00,world,644510,spain-snap-election-called-by-june-30-2026,"Spain snap election called by June 30, 2026?",864.702351,27735.99452200002,,"[""Yes"", ""No""]","{""Yes"": 24.5, ""No"": 75.5}"
2026-03-06T15:14:49+00:00,world,923368,will-natthaphong-ruengpanyawut-be-the-next-prime-minister-of-thailand-after-the-election,Will Natthaphong Ruengpanyawut be the next prime minister of Thailand?,694.531666,207609.9300070002,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 1.0, ""No"": 99.0}"
2026-03-06T15:14:49+00:00,world,1397302,will-russia-capture-lyman-by-april-30-2026,"Will Russia capture Lyman by April 30, 2026?",621.40598,34416.36106400001,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 42.0, ""No"": 58.0}"
2026-03-06T15:14:49+00:00,world,1397270,will-russia-capture-lyman-by-december-31-2026-774,"Will Russia capture Lyman by December 31, 2026?",579.3285679999999,7467.208401999998,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 86.5, ""No"": 13.5}"
2026-03-06T15:14:49+00:00,world,700881,will-israel-annex-any-territory-by-june-30,Will Israel annex any territory by June 30?,183.374575,96861.61988300002,2026-06-30,"[""Yes"", ""No""]","{""Yes"": 10.65, ""No"": 89.35}"
2026-03-06T15:14:49+00:00,world,923374,will-prawit-wongsuwan-be-the-next-prime-minister-of-thailand-after-the-election,Will Prawit Wongsuwan be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.05, ""No"": 99.95}"
2026-03-06T15:14:49+00:00,world,923369,will-chaikasem-nitisiri-be-the-next-prime-minister-of-thailand-after-the-election,Will Chaikasem Nitisiri be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T15:14:49+00:00,world,923373,will-julapun-amornvivat-be-the-next-prime-minister-of-thailand-after-the-election,Will Julapun Amornvivat be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.1, ""No"": 99.9}"
2026-03-06T15:14:49+00:00,world,923367,will-paetongtarn-shinawatra-be-the-next-prime-minister-of-thailand-after-the-election,Will Paetongtarn Shinawatra be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.05, ""No"": 99.95}"
2026-03-06T15:14:49+00:00,tech,676716,will-amazon-be-the-largest-company-in-the-world-by-market-cap-on-march-31-453,Will Amazon be the largest company in the world by market cap on March 31?,398691.722,1204480.610268001,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T15:14:49+00:00,tech,1436014,gpt-5pt3-released-by-march-8-2026,"GPT-5.3 released by March 8, 2026?",263905.83,2456025.9283549986,2026-03-08,"[""Yes"", ""No""]","{""Yes"": 99.95, ""No"": 0.05}"
2026-03-06T15:14:49+00:00,tech,801450,will-openai-have-the-best-ai-model-at-the-end-of-march-2026-562,Will OpenAI have the best AI model at the end of March 2026?,189734.15046200002,556370.778221,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 3.15, ""No"": 96.85}"
2026-03-06T15:14:49+00:00,tech,676714,will-tesla-be-the-largest-company-in-the-world-by-market-cap-on-march-31,Will Tesla be the largest company in the world by market cap on March 31?,147943.92500000002,1104511.580358006,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T15:14:49+00:00,tech,801458,will-meituan-have-the-best-ai-model-at-the-end-of-march-2026-469,Will Meituan have the best AI model at the end of March 2026?,136030.989,552407.1581890007,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T15:14:49+00:00,tech,676711,will-microsoft-be-the-largest-company-in-the-world-by-market-cap-on-march-31-889,Will Microsoft be the largest company in the world by market cap on March 31?,95746.936666,1000235.9463010018,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.25, ""No"": 99.75}"
2026-03-06T15:14:49+00:00,tech,1203147,will-elon-musk-buy-ryanair,Will Elon Musk buy Ryanair?,91929.26953899997,2756634.6772799985,2026-06-30,"[""Yes"", ""No""]","{""Yes"": 1.05, ""No"": 98.95}"
2026-03-06T15:14:49+00:00,tech,1436019,gpt-5pt3-released-by-march-15-2026-733,"GPT-5.3 released by March 15, 2026?",64894.035,392246.36449399986,2026-03-15,"[""Yes"", ""No""]","{""Yes"": 99.95, ""No"": 0.05}"
2026-03-06T15:14:49+00:00,tech,801449,will-anthropic-have-the-best-ai-model-at-the-end-of-march-2026-437,Will Anthropic have the best AI model at the end of March 2026?,47162.28952899999,603625.993887998,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 74.6, ""No"": 25.4}"
2026-03-06T15:14:49+00:00,tech,1486149,will-chatgpt-be-back-in-as-the-1-free-app-in-the-us-apple-store-by-march-5,Will ChatGPT be back in as the #1 Free App in the US Apple Store by March 5?,40213.40271,43388.00802,2026-03-15,"[""Yes"", ""No""]","{""Yes"": 0.05, ""No"": 99.95}"
2026-03-06T15:14:49+00:00,tech,676710,will-nvidia-be-the-largest-company-in-the-world-by-market-cap-on-march-31-323,Will NVIDIA be the largest company in the world by market cap on March 31?,39737.073482999964,685414.2303780013,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 94.5, ""No"": 5.5}"
2026-03-06T15:14:49+00:00,tech,801455,will-deepseek-have-the-best-ai-model-at-the-end-of-march-2026-113,Will DeepSeek have the best AI model at the end of March 2026?,36914.059499999996,533637.6461259994,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 3.05, ""No"": 96.95}"
2026-03-06T15:14:49+00:00,tech,1360940,deepseek-v4-released-by-march-15-678,DeepSeek V4 released by March 15?,36777.253632,385601.0787689997,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 33.5, ""No"": 66.5}"
2026-03-06T15:14:49+00:00,tech,1425724,will-mrbeasts-million-dollar-puzzle-be-solved-by-march-15,Will MrBeast's million-dollar puzzle be solved by March 15?,36384.22977599999,203924.99367399962,2026-02-15,"[""Yes"", ""No""]","{""Yes"": 71.5, ""No"": 28.5}"
2026-03-06T15:14:49+00:00,tech,676715,will-saudi-aramco-be-the-largest-company-in-the-world-by-market-cap-on-march-31,Will Saudi Aramco be the largest company in the world by market cap on March 31?,33899.852000000006,637041.9161530016,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.3, ""No"": 99.7}"
2026-03-06T15:14:49+00:00,tech,1004801,will-amazon-be-the-second-largest-company-in-the-world-by-market-cap-on-march-31,Will Amazon be the second-largest company in the world by market cap on March 31?,28617.357253,121680.24604299999,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.25, ""No"": 99.75}"
2026-03-06T15:14:49+00:00,tech,801457,will-mistral-have-the-best-ai-model-at-the-end-of-march-2026-494,Will Mistral have the best AI model at the end of March 2026?,27319.900999999998,329276.4862119998,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T15:14:49+00:00,tech,801454,will-xai-have-the-best-ai-model-at-the-end-of-march-2026-497,Will xAI have the best AI model at the end of March 2026?,26881.526899999993,428575.8544369994,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 2.8, ""No"": 97.2}"
2026-03-06T15:14:49+00:00,tech,801091,will-moonshot-have-the-2-ai-model-at-the-end-of-march-2026,Will Moonshot have the #2 AI model at the end of March 2026?,20846.577878,23961.42065800001,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 1.65, ""No"": 98.35}"
2026-03-06T15:14:49+00:00,tech,1425725,will-mrbeasts-million-dollar-puzzle-be-solved-by-march-31,Will MrBeast's million-dollar puzzle be solved by March 31?,19840.142095999996,76990.30727100001,2026-02-15,"[""Yes"", ""No""]","{""Yes"": 82.05, ""No"": 17.95}"
2026-03-06T16:13:59+00:00,world,559651,xi-jinping-out-before-2027,Xi Jinping out before 2027?,20478.224325000025,6962198.830846387,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 8.7, ""No"": 91.3}"
2026-03-06T16:13:59+00:00,world,923366,will-anutin-charnvirakul-be-the-next-prime-minister-of-thailand-after-the-election,Will Anutin Charnvirakul be the next prime minister of Thailand?,5702.59655,379871.28897200024,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 96.7, ""No"": 3.3}"
2026-03-06T16:13:59+00:00,world,1006892,will-russia-capture-lyman-by-march-31-2026-494,"Will Russia capture Lyman by March 31, 2026?",2229.770759,550250.0215840004,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 17.5, ""No"": 82.5}"
2026-03-06T16:13:59+00:00,world,923376,will-yodchanan-wongsawat-be-the-next-prime-minister-of-thailand,Will Yodchanan Wongsawat be the next prime minister of Thailand?,1322.18,236956.36559200013,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.55, ""No"": 99.45}"
2026-03-06T16:13:59+00:00,world,644510,spain-snap-election-called-by-june-30-2026,"Spain snap election called by June 30, 2026?",864.702351,27735.99452200002,,"[""Yes"", ""No""]","{""Yes"": 25.0, ""No"": 75.0}"
2026-03-06T16:13:59+00:00,world,1397269,will-russia-capture-lyman-by-june-30-2026-413,"Will Russia capture Lyman by June 30, 2026?",740.891635,10505.288509,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 72.0, ""No"": 28.0}"
2026-03-06T16:13:59+00:00,world,923368,will-natthaphong-ruengpanyawut-be-the-next-prime-minister-of-thailand-after-the-election,Will Natthaphong Ruengpanyawut be the next prime minister of Thailand?,694.531666,207609.9300070002,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 1.0, ""No"": 99.0}"
2026-03-06T16:13:59+00:00,world,1397302,will-russia-capture-lyman-by-april-30-2026,"Will Russia capture Lyman by April 30, 2026?",621.40598,34416.36106400001,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 42.0, ""No"": 58.0}"
2026-03-06T16:13:59+00:00,world,1397270,will-russia-capture-lyman-by-december-31-2026-774,"Will Russia capture Lyman by December 31, 2026?",579.3285679999999,7467.208401999998,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 86.5, ""No"": 13.5}"
2026-03-06T16:13:59+00:00,world,700881,will-israel-annex-any-territory-by-june-30,Will Israel annex any territory by June 30?,54.374575,96887.61988300002,2026-06-30,"[""Yes"", ""No""]","{""Yes"": 10.65, ""No"": 89.35}"
2026-03-06T16:13:59+00:00,world,923374,will-prawit-wongsuwan-be-the-next-prime-minister-of-thailand-after-the-election,Will Prawit Wongsuwan be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.05, ""No"": 99.95}"
2026-03-06T16:13:59+00:00,world,923369,will-chaikasem-nitisiri-be-the-next-prime-minister-of-thailand-after-the-election,Will Chaikasem Nitisiri be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T16:13:59+00:00,world,923373,will-julapun-amornvivat-be-the-next-prime-minister-of-thailand-after-the-election,Will Julapun Amornvivat be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.1, ""No"": 99.9}"
2026-03-06T16:13:59+00:00,world,923367,will-paetongtarn-shinawatra-be-the-next-prime-minister-of-thailand-after-the-election,Will Paetongtarn Shinawatra be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.05, ""No"": 99.95}"
2026-03-06T16:13:59+00:00,tech,676716,will-amazon-be-the-largest-company-in-the-world-by-market-cap-on-march-31-453,Will Amazon be the largest company in the world by market cap on March 31?,397599.76900000003,1208973.4582680012,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T16:13:59+00:00,tech,1436014,gpt-5pt3-released-by-march-8-2026,"GPT-5.3 released by March 8, 2026?",309068.99000000005,2507269.0883549987,2026-03-08,"[""Yes"", ""No""]","{""Yes"": 99.95, ""No"": 0.05}"
2026-03-06T16:13:59+00:00,tech,801450,will-openai-have-the-best-ai-model-at-the-end-of-march-2026-562,Will OpenAI have the best AI model at the end of March 2026?,184854.62952000005,557163.4837509999,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 3.3, ""No"": 96.7}"
2026-03-06T16:13:59+00:00,tech,676714,will-tesla-be-the-largest-company-in-the-world-by-market-cap-on-march-31,Will Tesla be the largest company in the world by market cap on March 31?,145910.97300000003,1105129.6693580053,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T16:13:59+00:00,tech,801458,will-meituan-have-the-best-ai-model-at-the-end-of-march-2026-469,Will Meituan have the best AI model at the end of March 2026?,135092.989,552436.7741890006,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T16:13:59+00:00,tech,676711,will-microsoft-be-the-largest-company-in-the-world-by-market-cap-on-march-31-889,Will Microsoft be the largest company in the world by market cap on March 31?,95959.936666,1000448.9463010018,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.25, ""No"": 99.75}"
2026-03-06T16:13:59+00:00,tech,1203147,will-elon-musk-buy-ryanair,Will Elon Musk buy Ryanair?,92116.13822099996,2756821.5459619984,2026-06-30,"[""Yes"", ""No""]","{""Yes"": 1.05, ""No"": 98.95}"
2026-03-06T16:13:59+00:00,tech,1436019,gpt-5pt3-released-by-march-15-2026-733,"GPT-5.3 released by March 15, 2026?",64884.015,392246.36449399986,2026-03-15,"[""Yes"", ""No""]","{""Yes"": 99.95, ""No"": 0.05}"
2026-03-06T16:13:59+00:00,tech,801449,will-anthropic-have-the-best-ai-model-at-the-end-of-march-2026-437,Will Anthropic have the best AI model at the end of March 2026?,45238.65122899998,603988.3177369983,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 74.5, ""No"": 25.5}"
2026-03-06T16:13:59+00:00,tech,676710,will-nvidia-be-the-largest-company-in-the-world-by-market-cap-on-march-31-323,Will NVIDIA be the largest company in the world by market cap on March 31?,40243.83048599996,686059.5623780014,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 94.5, ""No"": 5.5}"
2026-03-06T16:13:59+00:00,tech,1486149,will-chatgpt-be-back-in-as-the-1-free-app-in-the-us-apple-store-by-march-5,Will ChatGPT be back in as the #1 Free App in the US Apple Store by March 5?,40213.40271,43388.00802000001,2026-03-15,"[""Yes"", ""No""]","{""Yes"": 0.05, ""No"": 99.95}"
2026-03-06T16:13:59+00:00,tech,1360940,deepseek-v4-released-by-march-15-678,DeepSeek V4 released by March 15?,38027.639094000006,387209.6493519998,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 33.0, ""No"": 67.0}"
2026-03-06T16:13:59+00:00,tech,1425724,will-mrbeasts-million-dollar-puzzle-be-solved-by-march-15,Will MrBeast's million-dollar puzzle be solved by March 15?,36828.091656,205199.40061499955,2026-02-15,"[""Yes"", ""No""]","{""Yes"": 72.5, ""No"": 27.5}"
2026-03-06T16:13:59+00:00,tech,801455,will-deepseek-have-the-best-ai-model-at-the-end-of-march-2026-113,Will DeepSeek have the best AI model at the end of March 2026?,35142.991885999996,533709.9041889994,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 3.05, ""No"": 96.95}"
2026-03-06T16:13:59+00:00,tech,676715,will-saudi-aramco-be-the-largest-company-in-the-world-by-market-cap-on-march-31,Will Saudi Aramco be the largest company in the world by market cap on March 31?,33955.082,637106.1641530016,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.3, ""No"": 99.7}"
2026-03-06T16:13:59+00:00,tech,1004801,will-amazon-be-the-second-largest-company-in-the-world-by-market-cap-on-march-31,Will Amazon be the second-largest company in the world by market cap on March 31?,28687.058003,121769.424043,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.25, ""No"": 99.75}"
2026-03-06T16:13:59+00:00,tech,801457,will-mistral-have-the-best-ai-model-at-the-end-of-march-2026-494,Will Mistral have the best AI model at the end of March 2026?,26364.23699999999,329286.43621199974,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T16:13:59+00:00,tech,801454,will-xai-have-the-best-ai-model-at-the-end-of-march-2026-497,Will xAI have the best AI model at the end of March 2026?,24759.901852000003,428613.4204389994,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 2.85, ""No"": 97.15}"
2026-03-06T16:13:59+00:00,tech,631126,will-deepseek-have-the-top-ai-model-at-the-end-of-june-2026-514,Will DeepSeek have the top AI model at the end of June 2026?,24351.0171,117106.34774299998,2026-06-30,"[""Yes"", ""No""]","{""Yes"": 2.6, ""No"": 97.4}"
2026-03-06T16:13:59+00:00,tech,801091,will-moonshot-have-the-2-ai-model-at-the-end-of-march-2026,Will Moonshot have the #2 AI model at the end of March 2026?,20977.427378,24114.02065800001,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 1.2, ""No"": 98.8}"
2026-03-06T17:15:59+00:00,world,559651,xi-jinping-out-before-2027,Xi Jinping out before 2027?,20571.830940000033,6962868.751157394,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 8.8, ""No"": 91.2}"
2026-03-06T17:15:59+00:00,world,923366,will-anutin-charnvirakul-be-the-next-prime-minister-of-thailand-after-the-election,Will Anutin Charnvirakul be the next prime minister of Thailand?,5735.00655,379903.6989720003,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 96.7, ""No"": 3.3}"
2026-03-06T17:15:59+00:00,world,1006892,will-russia-capture-lyman-by-march-31-2026-494,"Will Russia capture Lyman by March 31, 2026?",2229.770759,550250.0215840004,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 17.5, ""No"": 82.5}"
2026-03-06T17:15:59+00:00,world,923376,will-yodchanan-wongsawat-be-the-next-prime-minister-of-thailand,Will Yodchanan Wongsawat be the next prime minister of Thailand?,1322.18,236956.36559200013,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.55, ""No"": 99.45}"
2026-03-06T17:15:59+00:00,world,644510,spain-snap-election-called-by-june-30-2026,"Spain snap election called by June 30, 2026?",932.012351,27803.30452200002,,"[""Yes"", ""No""]","{""Yes"": 19.0, ""No"": 81.0}"
2026-03-06T17:15:59+00:00,world,1397269,will-russia-capture-lyman-by-june-30-2026-413,"Will Russia capture Lyman by June 30, 2026?",740.891635,10505.288509,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 72.0, ""No"": 28.0}"
2026-03-06T17:15:59+00:00,world,923368,will-natthaphong-ruengpanyawut-be-the-next-prime-minister-of-thailand-after-the-election,Will Natthaphong Ruengpanyawut be the next prime minister of Thailand?,694.531666,207609.9300070002,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 1.0, ""No"": 99.0}"
2026-03-06T17:15:59+00:00,world,1397302,will-russia-capture-lyman-by-april-30-2026,"Will Russia capture Lyman by April 30, 2026?",621.40598,34416.36106400001,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 42.0, ""No"": 58.0}"
2026-03-06T17:15:59+00:00,world,1397270,will-russia-capture-lyman-by-december-31-2026-774,"Will Russia capture Lyman by December 31, 2026?",579.3285679999999,7467.208401999998,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 86.5, ""No"": 13.5}"
2026-03-06T17:15:59+00:00,world,700881,will-israel-annex-any-territory-by-june-30,Will Israel annex any territory by June 30?,73.374575,96906.61988300002,2026-06-30,"[""Yes"", ""No""]","{""Yes"": 10.6, ""No"": 89.4}"
2026-03-06T17:15:59+00:00,world,923374,will-prawit-wongsuwan-be-the-next-prime-minister-of-thailand-after-the-election,Will Prawit Wongsuwan be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.05, ""No"": 99.95}"
2026-03-06T17:15:59+00:00,world,923369,will-chaikasem-nitisiri-be-the-next-prime-minister-of-thailand-after-the-election,Will Chaikasem Nitisiri be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T17:15:59+00:00,world,923373,will-julapun-amornvivat-be-the-next-prime-minister-of-thailand-after-the-election,Will Julapun Amornvivat be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.1, ""No"": 99.9}"
2026-03-06T17:15:59+00:00,world,923367,will-paetongtarn-shinawatra-be-the-next-prime-minister-of-thailand-after-the-election,Will Paetongtarn Shinawatra be the next prime minister of Thailand?,0.0,0.0,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 0.05, ""No"": 99.95}"
2026-03-06T17:15:59+00:00,tech,676716,will-amazon-be-the-largest-company-in-the-world-by-market-cap-on-march-31-453,Will Amazon be the largest company in the world by market cap on March 31?,412144.14599999995,1238792.872268001,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T17:15:59+00:00,tech,1436014,gpt-5pt3-released-by-march-8-2026,"GPT-5.3 released by March 8, 2026?",310061.66000000003,2510269.0883549987,2026-03-08,"[""Yes"", ""No""]","{""Yes"": 99.95, ""No"": 0.05}"
2026-03-06T17:15:59+00:00,tech,801450,will-openai-have-the-best-ai-model-at-the-end-of-march-2026-562,Will OpenAI have the best AI model at the end of March 2026?,184583.72235000003,557252.783751,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 3.35, ""No"": 96.65}"
2026-03-06T17:15:59+00:00,tech,676714,will-tesla-be-the-largest-company-in-the-world-by-market-cap-on-march-31,Will Tesla be the largest company in the world by market cap on March 31?,152214.52800000002,1113299.9913580054,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T17:15:59+00:00,tech,801458,will-meituan-have-the-best-ai-model-at-the-end-of-march-2026-469,Will Meituan have the best AI model at the end of March 2026?,136587.422,554139.9251890006,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T17:15:59+00:00,tech,1203147,will-elon-musk-buy-ryanair,Will Elon Musk buy Ryanair?,92300.98670099996,2757006.3944419986,2026-06-30,"[""Yes"", ""No""]","{""Yes"": 1.05, ""No"": 98.95}"
2026-03-06T17:15:59+00:00,tech,676711,will-microsoft-be-the-largest-company-in-the-world-by-market-cap-on-march-31-889,Will Microsoft be the largest company in the world by market cap on March 31?,84260.93666600002,1000448.9463010018,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.25, ""No"": 99.75}"
2026-03-06T17:15:59+00:00,tech,1436019,gpt-5pt3-released-by-march-15-2026-733,"GPT-5.3 released by March 15, 2026?",63879.015,392246.36449399986,2026-03-15,"[""Yes"", ""No""]","{""Yes"": 99.95, ""No"": 0.05}"
2026-03-06T17:15:59+00:00,tech,801449,will-anthropic-have-the-best-ai-model-at-the-end-of-march-2026-437,Will Anthropic have the best AI model at the end of March 2026?,45178.30191199999,604345.8837559983,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 74.45, ""No"": 25.55}"
2026-03-06T17:15:59+00:00,tech,1425724,will-mrbeasts-million-dollar-puzzle-be-solved-by-march-15,Will MrBeast's million-dollar puzzle be solved by March 15?,40861.411276000006,209606.69805599953,2026-02-15,"[""Yes"", ""No""]","{""Yes"": 70.0, ""No"": 30.0}"
2026-03-06T17:15:59+00:00,tech,1486149,will-chatgpt-be-back-in-as-the-1-free-app-in-the-us-apple-store-by-march-5,Will ChatGPT be back in as the #1 Free App in the US Apple Store by March 5?,40213.40271,43388.00802000001,2026-03-15,"[""Yes"", ""No""]","{""Yes"": 0.05, ""No"": 99.95}"
2026-03-06T17:15:59+00:00,tech,676710,will-nvidia-be-the-largest-company-in-the-world-by-market-cap-on-march-31-323,Will NVIDIA be the largest company in the world by market cap on March 31?,39575.27165499996,686232.4610430014,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 94.5, ""No"": 5.5}"
2026-03-06T17:15:59+00:00,tech,1360940,deepseek-v4-released-by-march-15-678,DeepSeek V4 released by March 15?,36483.17759,389146.4233239998,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 33.5, ""No"": 66.5}"
2026-03-06T17:15:59+00:00,tech,801455,will-deepseek-have-the-best-ai-model-at-the-end-of-march-2026-113,Will DeepSeek have the best AI model at the end of March 2026?,34425.695436999995,533709.9041889994,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 3.05, ""No"": 96.95}"
2026-03-06T17:15:59+00:00,tech,676715,will-saudi-aramco-be-the-largest-company-in-the-world-by-market-cap-on-march-31,Will Saudi Aramco be the largest company in the world by market cap on March 31?,33743.838,637107.1641530016,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.3, ""No"": 99.7}"
2026-03-06T17:15:59+00:00,tech,1004801,will-amazon-be-the-second-largest-company-in-the-world-by-market-cap-on-march-31,Will Amazon be the second-largest company in the world by market cap on March 31?,28667.058003,121769.424043,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.25, ""No"": 99.75}"
2026-03-06T17:15:59+00:00,tech,801454,will-xai-have-the-best-ai-model-at-the-end-of-march-2026-497,Will xAI have the best AI model at the end of March 2026?,28103.586398,432721.8759559994,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 2.5, ""No"": 97.5}"
2026-03-06T17:15:59+00:00,tech,801457,will-mistral-have-the-best-ai-model-at-the-end-of-march-2026-494,Will Mistral have the best AI model at the end of March 2026?,27264.191999999992,330658.94621199975,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 0.15, ""No"": 99.85}"
2026-03-06T17:15:59+00:00,tech,631126,will-deepseek-have-the-top-ai-model-at-the-end-of-june-2026-514,Will DeepSeek have the top AI model at the end of June 2026?,24284.0071,117106.34774299998,2026-06-30,"[""Yes"", ""No""]","{""Yes"": 2.4, ""No"": 97.6}"
2026-03-06T17:15:59+00:00,tech,801091,will-moonshot-have-the-2-ai-model-at-the-end-of-march-2026,Will Moonshot have the #2 AI model at the end of March 2026?,20977.427378,24114.02065800001,2026-03-31,"[""Yes"", ""No""]","{""Yes"": 1.45, ""No"": 98.55}"
2026-03-06T18:15:50+00:00,world,559651,xi-jinping-out-before-2027,Xi Jinping out before 2027?,21389.130543999996,6963854.734871399,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 8.8, ""No"": 91.2}"
2026-03-06T18:15:50+00:00,world,923366,will-anutin-charnvirakul-be-the-next-prime-minister-of-thailand-after-the-election,Will Anutin Charnvirakul be the next prime minister of Thailand?,5735.00655,379903.6989720003,2026-12-31,"[""Yes"", ""No""]","{""Yes"": 96.7, ""No"": 3.3}"
2026-03-06T18:15:50+00:00,world,1006892,will-russia-capture-lyman-by-march-31-2026-494,"Will Russia capture Lyman by March 31, 2026?",2229.770759,550250.0215840004,2025-12-31,"[""Yes"", ""No""]","{""Yes"": 17.5, ""No"": 82.5}"
